144	210	1.0
144	3	1.0
144	321	1.0
144	11	1.0
144	9	0.0
144	397	1.0
144	56	0.0
144	347	1.0
144	330	1.0
144	359	1.0
144	273	1.0
144	96	1.0
144	4518	1.0
96	210	1.0
96	3	1.0
96	327	1.0
96	5	1.0
96	99	1.0
96	710	1.0
96	45	1.0
96	40	1.0
96	152	1.0
96	56	1.0
96	49	1.0
96	328	1.0
96	21	1.0
96	373	1.0
96	375	1.0
96	323	1.0
96	345	1.0
96	242	1.0
384	321	0.0
384	146	1.0
384	164	0.0
384	277	1.0
384	255	0.0
343	321	1.0
343	9	1.0
343	16	0.0
343	300	0.0
710	164	0.0
362	321	1.0
362	155	1.0
362	96	0.0
273	210	1.0
273	321	1.0
273	238	1.0
273	959	1.0
273	1227	1.0
273	346	1.0
449	238	1.0
449	110	1.0
449	331	1.0
449	439	0.0
449	340	1.0
449	357	1.0
449	330	1.0
449	372	1.0
449	342	1.0
449	328	0.0
449	3518	1.0
449	2099	1.0
449	746	0.0
202	210	1.0
202	3	1.0
202	321	0.0
202	327	1.0
202	238	1.0
202	99	1.0
202	146	1.0
203	210	1.0
203	3	1.0
203	321	1.0
203	238	1.0
203	11	1.0
203	146	1.0
203	110	1.0
203	326	1.0
203	59	1.0
203	224	1.0
203	340	1.0
203	374	1.0
203	438	1.0
203	161	1.0
203	359	0.0
37	327	1.0
37	16	0.0
37	300	0.0
37	378	1.0
37	96	1.0
37	40	1.0
37	326	1.0
37	437	1.0
37	111	1.0
37	397	1.0
37	343	1.0
37	439	1.0
37	56	1.0
37	218	1.0
37	11	1.0
37	255	1.0
37	224	1.0
37	259	1.0
97	3	1.0
97	321	1.0
97	99	1.0
97	146	1.0
97	9	1.0
97	710	1.0
97	155	1.0
97	326	1.0
380	238	1.0
380	11	1.0
380	710	1.0
380	959	1.0
380	45	1.0
380	1227	1.0
380	326	1.0
311	3	1.0
311	321	0.0
311	27	1.0
363	321	1.0
299	3	1.0
299	321	1.0
299	40	1.0
299	365	1.0
299	311	1.0
299	437	1.0
299	346	1.0
299	41	1.0
299	343	1.0
299	439	1.0
299	152	1.0
299	56	1.0
299	255	1.0
299	186	1.0
315	3	1.0
315	321	0.0
315	5	1.0
315	110	1.0
315	40	1.0
315	346	1.0
315	111	1.0
315	228	1.0
315	439	1.0
315	152	1.0
315	56	0.0
375	321	1.0
375	5	1.0
375	16	0.0
375	397	1.0
375	56	0.0
19	3	1.0
19	321	1.0
19	327	1.0
19	238	1.0
19	11	1.0
19	9	1.0
331	321	1.0
331	11	1.0
331	365	1.0
331	164	0.0
331	397	1.0
212	210	1.0
212	3	1.0
212	321	0.0
212	238	1.0
212	5	1.0
212	11	1.0
212	710	1.0
212	155	1.0
212	12	1.0
212	959	1.0
212	353	1.0
212	378	1.0
212	218	1.0
212	326	1.0
45	210	0.0
45	3	1.0
45	321	1.0
45	327	1.0
45	238	1.0
45	5	0.0
45	11	1.0
45	146	1.0
45	9	1.0
45	155	1.0
45	959	1.0
45	218	1.0
45	273	0.0
45	164	1.0
45	326	1.0
102	327	1.0
102	238	1.0
102	5	1.0
102	99	1.0
102	11	0.0
102	146	1.0
102	9	0.0
325	321	1.0
325	439	1.0
325	10	1.0
358	327	1.0
358	238	1.0
358	99	1.0
358	218	1.0
4518	321	0.0
200	321	1.0
46	210	1.0
46	99	1.0
46	146	1.0
152	210	1.0
152	327	1.0
152	5	1.0
152	99	1.0
152	11	1.0
152	146	1.0
152	9	1.0
152	959	1.0
152	378	1.0
152	16	0.0
152	238	1.0
152	365	1.0
152	311	1.0
152	27	1.0
152	56	1.0
350	321	1.0
350	238	0.0
350	361	0.0
350	255	1.0
350	203	1.0
350	342	1.0
228	210	1.0
228	3	1.0
228	321	1.0
228	5	1.0
228	110	1.0
228	218	1.0
228	40	1.0
228	346	1.0
228	111	1.0
228	315	1.0
228	320	1.0
228	344	1.0
41	210	1.0
41	327	1.0
41	5	1.0
41	99	1.0
41	11	1.0
41	146	1.0
41	155	1.0
41	12	1.0
41	110	1.0
41	378	1.0
41	273	1.0
41	365	1.0
41	27	1.0
41	364	1.0
41	437	1.0
41	346	1.0
41	361	1.0
294	321	1.0
294	238	1.0
294	11	1.0
294	146	1.0
294	710	1.0
294	155	1.0
294	12	1.0
294	353	1.0
294	378	1.0
294	326	1.0
327	321	1.0
327	238	1.0
327	99	1.0
327	146	1.0
327	300	0.0
83	210	1.0
83	321	1.0
83	99	1.0
83	11	1.0
83	146	1.0
83	155	1.0
83	12	1.0
83	110	1.0
83	353	1.0
83	273	1.0
83	238	1.0
83	40	1.0
83	326	1.0
50	3	1.0
50	321	1.0
50	5	1.0
50	99	1.0
50	9	1.0
277	321	0.0
277	5	0.0
277	11	1.0
277	146	1.0
277	16	0.0
277	96	0.0
277	59	0.0
277	218	0.0
374	5	1.0
374	12	1.0
374	326	1.0
374	27	1.0
374	357	1.0
374	56	1.0
297	3	1.0
297	146	1.0
297	1227	0.0
300	3	1.0
300	321	1.0
300	327	1.0
341	321	1.0
341	146	1.0
341	959	1.0
341	238	1.0
341	365	1.0
341	311	1.0
341	437	1.0
341	277	1.0
341	152	1.0
341	56	0.0
341	255	1.0
341	259	0.0
341	340	1.0
341	357	1.0
341	374	1.0
341	261	1.0
341	206	1.0
341	330	1.0
341	369	1.0
341	342	1.0
341	21	1.0
383	321	0.0
334	321	1.0
334	238	1.0
334	11	1.0
334	45	1.0
334	364	1.0
334	437	1.0
334	346	1.0
334	111	1.0
334	361	1.0
334	439	1.0
334	348	1.0
334	255	1.0
334	186	1.0
334	224	1.0
334	397	1.0
351	321	1.0
351	238	1.0
351	11	1.0
351	146	1.0
351	9	1.0
351	710	1.0
360	321	1.0
360	11	1.0
360	146	1.0
360	353	1.0
360	164	1.0
360	365	1.0
52	3	1.0
52	321	1.0
52	238	1.0
52	99	1.0
52	146	1.0
52	1227	0.0
52	218	1.0
52	96	0.0
52	164	0.0
326	327	1.0
326	11	1.0
326	238	1.0
6	3	0.0
6	238	1.0
6	146	1.0
6	1227	0.0
6	218	1.0
6	365	0.0
6	311	1.0
6	27	1.0
6	437	1.0
6	315	1.0
6	110	0.0
6	361	1.0
330	321	1.0
330	327	1.0
330	238	1.0
330	347	0.0
