6624	2280	0.830363321375783
6624	5978	0.830363321375783
2996	5816	0.8206501352295148
4829	5744	0.0007045624791808077
5956	6113	0.009338276102812912
5956	31	0.5053074729808847
5956	3865	0.9709604432004807
5956	2555	0.8881677275416985
3359	3865	0.8698395756402789
3359	96	0.830363321375783
3359	6113	0.830363321375783
3359	1775	0.830363321375783
3359	204	0.830363321375783
3359	7810	0.830363321375783
3359	4937	0.830363321375783
14	2996	0.9782462727429543
14	2448	0.7657334290819399
14	4042	0.6840284457770781
14	4653	0.9636460875151313
14	5609	0.940779291750209
14	5816	0.9117737566819867
14	5177	0.8720812184457707
14	7143	0.830363321375783
14	5968	0.6217694386792219
14	5813	0.9092105504374356
14	6105	0.9733239133612684
14	8368	0.6720569675087694
14	1058	0.3160573216869721
14	3937	0.945455436244386
14	8319	0.7983644603137587
14	4927	0.9497711915395792
14	2183	0.9636460875151313
14	5982	0.9627879815359521
14	3496	0.8781106291664035
698	4653	0.838585039625304
698	6075	0.9417900550004742
698	31	0.5433362824078442
698	5609	0.830363321375783
698	5816	0.7572793062507494
698	6063	0.9591149026884109
698	8009	0.9434737818582902
698	7143	0.830363321375783
698	794	0.9678312559275389
698	5968	0.9087751149612829
698	5834	0.8863561999664112
698	8034	0.7375087150947677
698	8343	0.830363321375783
698	3696	0.9644575696937623
698	1058	0.8320164963762275
698	3937	0.9770177431623811
698	3532	0.9764668203063943
698	7810	0.9633649559029916
698	9425	0.7943894027502999
698	237	0.5616202357938898
698	7444	1.2971210443761037e-06
698	5978	0.9434737818582902
698	5982	0.40324403322892455
7444	8009	0.9215433294215357
7444	6459	0.9971673100216433
7444	193	0.014093031503555379
7444	5956	0.13316288178323696
7444	345	0.9869243555655839
7444	5834	0.9937130613513405
7444	9222	0.9025735079037638
7444	8319	0.9757981906856616
7444	9896	0.15094390930995377
7444	7811	0.967159999275611
1058	312	0.830363321375783
1058	4829	0.830363321375783
1058	2448	0.8321403502956768
1058	8371	0.9626481628243924
1058	6063	0.967744470383183
1058	5177	0.4010035383895957
1058	6459	0.842954436257536
1058	3691	0.8366978664346556
1058	794	0.9100624767818363
1058	14	0.7121791638717728
1058	5968	0.9050274917880747
1058	345	0.9139815486149098
1058	5834	0.830363321375783
1058	8368	0.5218061021586308
1058	8034	0.8453164915122076
1058	7125	3.700433088117856e-05
1058	6119	0.7657507664455874
1058	4042	0.830363321375783
1058	5996	0.7794201850824721
1058	9222	0.843978349328981
1058	3937	0.4441999748917507
1058	4865	0.7755449409852129
1058	8319	0.6990868311667947
1058	9277	0.7484957356855536
1058	7810	0.8970522492754273
1058	4047	0.36164930446397286
1058	9425	0.8578595250465162
1058	2996	0.0526846781023304
1058	1301	0.4010035383895957
1058	9545	0.48394192496040583
1058	2280	0.3624270829246252
1058	5141	0.4010035383895957
1058	9704	0.795785206319009
1058	427	0.9560630539176166
1058	1449	0.28448506932438133
1058	2180	0.4010035383895957
1449	7896	0.3828566307066086
1449	2542	0.8927830645034783
1449	7143	0.830363321375783
5394	6124	6.8988617666334895e-12
5394	5956	0.18174588238924685
5394	794	0.7262244800877732
5394	14	0.830363321375783
5394	7444	0.830363321375783
3691	5816	0.9862678859392049
3691	5813	0.7213076551169018
3691	8034	0.7844249246185361
3691	443	0.7844249246185361
3691	8343	0.7844249246185361
3691	3696	0.8115906696679868
3691	1058	0.7844249246185361
3691	2555	0.7844249246185361
3691	427	0.7844249246185361
5572	96	0.8337232101204239
5572	3115	0.903662763048185
