144	59
96	321
96	238
96	326
96	342
96	144
96	312
96	176
384	346
362	12
273	45
449	437
449	2007
449	321
202	11
202	378
202	45
202	326
203	5
203	353
203	164
203	111
203	397
203	49
203	344
203	330
203	61
203	273
203	372
37	321
37	5
37	365
37	311
37	299
97	327
97	218
380	321
299	111
299	331
299	37
299	348
315	365
315	41
315	164
375	96
375	31
19	5
19	146
331	37
45	99
45	710
45	353
45	378
102	3
102	321
102	300
325	56
358	321
358	146
200	9
200	300
46	238
46	11
46	959
152	3
152	321
152	155
152	353
152	299
350	341
228	365
228	364
228	437
41	321
41	238
41	326
41	111
41	315
294	3
327	11
327	218
50	327
50	11
277	210
277	3
277	99
277	155
277	164
277	315
374	321
297	321
297	710
300	238
300	16
341	331
341	343
341	371
341	348
341	372
341	350
6831	321
334	218
334	326
334	311
334	277
334	343
351	5
52	210
52	327
52	5
52	11
52	710
52	45
52	326
326	321
6	327
6	11
6	273
6	111
330	9
370	321
370	155
370	346
370	343
370	137
91	210
438	437
13	353
337	321
337	155
337	164
338	56
146	238
382	321
382	152
261	321
261	238
261	146
261	155
218	146
218	959
218	439
218	37
218	255
218	186
99	238
43	437
43	110
43	357
43	161
43	342
43	2007
43	21
43	2099
361	238
361	326
291	321
437	238
437	277
437	343
437	371
347	346
347	437
347	255
347	259
347	372
347	359
59	146
59	110
59	1227
59	40
59	228
59	164
59	37
59	348
59	137
12	3
12	327
12	238
12	5
249	238
249	9
345	321
345	434
345	137
345	224
364	111
10	218
10	273
10	37
279	3
279	146
279	710
279	110
279	1227
279	40
279	374
279	206
279	144
255	437
255	110
255	224
111	210
111	321
111	99
111	11
111	9
111	710
111	364
111	346
3	5
244	326
244	437
244	37
252	210
252	238
211	210
211	359
381	9
381	27
381	364
242	321
242	146
242	378
242	16
242	218
242	273
210	238
239	238
3518	192
85	41
85	321
160	99
238	146
238	110
238	326
122	3
122	321
122	99
122	110
122	326
367	277
367	369
2007	344
2007	330
2007	307
2007	96
2007	192
2007	84
161	439
161	437
224	210
224	439
84	238
84	110
84	343
84	439
84	37
84	161
84	342
84	192
260	321
260	959
260	378
260	273
260	437
260	164
260	434
260	397
260	56
260	137
260	186
123	5
123	348
206	9
206	710
206	27
206	439
355	321
155	710
264	321
264	238
322	321
322	16
322	326
21	238
21	9
21	959
209	5
253	3
339	397
339	31
349	321
342	361
342	186
342	10
342	59
342	307
342	357
342	374
342	206
342	96
342	366
342	328
342	3518
373	321
373	5
373	11
204	210
204	321
204	327
204	110
204	368
332	397
53	146
53	9
53	300
53	364
101	321
101	5
101	99
101	16
101	137
110	321
110	327
110	11
110	16
110	96
110	40
329	11
329	137
371	437
371	343
371	439
433	326
365	6
365	364
365	361
262	3
100	3
100	155
100	1227
100	331
100	437
100	59
100	259
100	2099
2036	371
2036	96
2036	2099
397	327
397	365
397	111
397	277
397	331
397	152
397	137
397	186
61	99
61	9
61	238
61	6
61	348
61	344
61	357
61	369
61	2099
112	3
112	238
112	99
112	11
112	710
112	155
112	365
112	437
112	299
112	434
31	327
31	238
31	146
31	710
31	311
31	346
31	111
31	371
31	186
31	312
186	3
186	327
186	111
186	348
186	259
435	238
377	45
4872	321
1645	101
1645	321
352	27
352	307
352	206
333	438
348	321
348	959
348	277
226	218
354	321
354	369
2099	343
2099	307
2099	372
2099	321
217	210
217	11
217	37
217	218
217	59
217	161
217	372
217	359
225	238
225	9
225	218
198	11
346	327
282	210
282	375
357	12
357	1227
11	3
11	327
11	437
11	152
11	61
57	12
57	959
57	192
434	164
434	437
434	343
344	321
344	110
344	343
344	152
344	340
344	372
344	2007
216	364
216	361
216	397
216	365
40	210
40	12
164	327
164	12
164	353
366	49
27	321
27	327
27	710
27	959
27	311
27	437
27	41
27	56
359	959
359	343
9	321
9	146
9	959
9	326
746	61
746	273
746	2099
15	300
137	3
137	321
137	361
5	238
5	11
16	5
16	146
16	710
16	959
16	353
320	3
320	5
320	146
320	9
320	110
320	164
49	12
49	353
49	326
49	311
49	346
49	277
49	186
49	192
323	378
323	45
323	31
192	110
192	40
192	343
192	59
192	255
192	139
192	84
192	321
259	277
220	210
220	321
132	3
132	321
132	238
132	959
132	110
132	40
312	341
372	347
185	5
185	146
185	9
185	365
185	111
